id,title,ruby,key,lang,artist,mod,remarks
1122,Revive,,B,外语,仓木麻衣,,
1123,SPRING OF THE EAST,,A,纯音乐,,,
1124,拿桑之音,,C,纯音乐,,,
1125,安详之所,,A,纯音乐,,,
1126,巴卡斯的回忆,,F,纯音乐,,,
1127,夏花争艳,,C,纯音乐,何真真,,
1128,彩蝶舞夏,,C,纯音乐,何真真,,
1129,我欲成仙,,C,国语,刘欢,,
1130,少年壮志不言愁,,C,国语,刘欢,,
1131,好汉歌,,D,国语,刘欢,,
1132,一无所有,,D#,国语,刘欢,,
1133,唱支山歌给党听,,G#,国语,宋祖英,,
1134,千古绝唱,,A#,国语,白雪,,
1135,世界很小是个家庭,,E,国语,张子枫,,《编辑部的故事》结尾曲
1136,投入地爱一次,,C#,国语,毛阿敏,,
1137,渴望,,D#,国语,毛阿敏,,
1138,爱上张无忌,,C,国语,毛阿敏,,
1139,易燃易爆炸,,C#,国语,陈粒,,
1140,月亮之上,,D,国语,凤凰传奇,,
1141,自由飞翔,,D,国语,凤凰传奇,,
1142,荷塘月色,,C,国语,凤凰传奇,C→D,
1143,中国味道,,G,国语,凤凰传奇,G→D,
1144,NIGHT DANCE,,A#,日语,imase,,
1145,Harvest Eve,,G,纯音乐,a_hisa,,
1146,Ready,,G#,纯音乐,,,游戏《仙境传说》
1147,恋ひ恋う縁,,D#,日语,KOTOKO,,游戏《千恋万花》主题曲
1148,清波水鉴,,C,纯音乐,,,游戏《仙剑3外传·问情篇》
1149,The Mountain Village,,C,纯音乐,,,游戏《野餐大冒险》
1150,Clover wish,,F#,日语,,,《神推偶像登上武道馆我就死而无憾》OP
1151,鯖鯖,,E,日语,山崎葵,,
1152,のような存在,,E,日语,白石麻衣&斋藤飞鸟,,
1153,スパークル,,B,日语,RADWIMPS,,《你的名字》中的歌曲
1154,新しい時代,,G#,纯音乐,川井憲次,,
